Numéro de mesure,Longitude,Latitude,Position,Insee,Adresse,Complément,Code postal,Commune,Date de mesure,Mesure réalisée,Rapport,Conformité de la mesure,Niveau global,Type d'environnement,Laboratoire
9529,3.94556,43.57028,"03° 56' 44.00'' Est, 43° 34' 13.00'' Nord",34198,10 Rue du Château d'Eau,"Maison des Arts, devant l'entrée principale, côté rue Alphonse Daudet",34470,PEROLS,5/10/2006,En extérieur,FicheMesure9529.pdf,Oui,1.52,Rue / Route / Parking,AEXPERTISE
9907,3.68583,43.40194,"03° 41' 09.00'' Est, 43° 24' 07.00'' Nord",34301,Chemin Saint Clair,Sur le point de vue / terrasse du parking Saint Clair.,34200,SETE,30/11/2006,En extérieur,FicheMesure9907.pdf,Oui,8.44,Rue / Route / Parking,CSTB - Saint Martin d'Heres
10048,3.37167,43.50944,"03° 22' 18.00'' Est, 43° 30' 34.00'' Nord",34063,Chemin de l'herbette,Devant le club house du stade de Caux,34720,CAUX,20/12/2006,En extérieur,FicheMesure10048.pdf,Oui,0.00,Divers,AEXPERTISE
10050,3.37889,43.50611,"03° 22' 44.00'' Est, 43° 30' 22.00'' Nord",34063,Route de Nizas,Au pied du pylône,34720,CAUX,20/12/2006,En extérieur,FicheMesure10050.pdf,Oui,2.23,Divers,AEXPERTISE
10061,3.83944,43.61694,"03° 50' 22.00'' Est, 43° 37' 01.00'' Nord",34172,623 Rue d'Alco,"Sur le parking de la résidence Cour des Ecoles, à côté de la cour de l'école maternelle Geneviève Bon",34080,MONTPELLIER,4/12/2006,En extérieur,FicheMesure10061.pdf,Oui,1.30,Rue / Route / Parking,AEXPERTISE
10062,3.83944,43.61611,"03° 50' 22.00'' Est, 43° 36' 58.00'' Nord",34172,623 Rue d'Alco,Entre le bâtiment 3 de la résidence Cour des Ecoles et le groupe scolaire Joseph Deltheil,34080,MONTPELLIER,4/12/2006,En extérieur,FicheMesure10062.pdf,Oui,0.81,Divers,AEXPERTISE
10063,3.86361,43.59278,"03° 51' 49.00'' Est, 43° 35' 34.00'' Nord",34172,Rue Jacqueline Maillan,"Quartier Croix d'argent, devant les garages",34070,MONTPELLIER,4/12/2006,En extérieur,FicheMesure10063.pdf,Oui,0.55,Rue / Route / Parking,AEXPERTISE
10064,3.86500,43.59306,"03° 51' 54.00'' Est, 43° 35' 35.00'' Nord",34172,Rue Louis Aragon,"Devant l'entrée de l'association à l'enfance, Quartier Croix d'Argent",34070,MONTPELLIER,4/12/2006,En extérieur,FicheMesure10064.pdf,Oui,0.00,Rue / Route / Parking,AEXPERTISE
10148,3.60750,43.42583,"03° 36' 27.00'' Est, 43° 25' 33.00'' Nord",34157,4 Rue Pierre Auguste Massaloup,"3ème étage, sur la terrasse à gauche",34140,MEZE,9/1/2007,En extérieur,FicheMesure10148.pdf,Oui,0.58,Divers,EMITECH-Montigny le Bretonneux
10669,3.88083,43.61611,"03° 52' 51.00'' Est, 43° 36' 58.00'' Nord",34172,Rue Lakanal,"Sur le trottoir, devant l'entrée du collège catholique La Salle.",34080,MONTPELLIER,7/3/2007,En extérieur,FicheMesure10669.pdf,Oui,0.00,Rue / Route / Parking,CSTB - Saint Martin d'Heres
10675,3.73889,43.79167,"03° 44' 20.00'' Est, 43° 47' 30.00'' Nord",34274,"Camping ""le Pic Saint Loup"", route du Pic Saint Loup","Sur le terrain de jeu, à côté de la terrasse du bar, à l'entrée du camping.",34380,SAINT-MARTIN-DE-LONDRES,8/3/2007,En extérieur,FicheMesure10675.pdf,Oui,0.37,Rue / Route / Parking,CSTB - Saint Martin d'Heres
10676,3.74028,43.79250,"03° 44' 25.00'' Est, 43° 47' 33.00'' Nord",34274,"Campind ""Pic Saint Loup"", route du Pic Saint Loup","Au croisement des deux chemins qui font le tour du camping, au fond du camping.",34380,SAINT-MARTIN-DE-LONDRES,8/3/2007,En extérieur,FicheMesure10676.pdf,Oui,0.00,Rue / Route / Parking,CSTB - Saint Martin d'Heres
11186,3.82778,43.61361,"03° 49' 40.00'' Est, 43° 36' 49.00'' Nord",34172,Square Louis Carles,"Entre les deux bancs, devant l'école maternelle Pape Carpantier",34080,MONTPELLIER,18/4/2007,En extérieur,FicheMesure11186.pdf,Oui,2.47,Rue / Route / Parking,CSTB - Saint Martin d'Heres
11187,3.82944,43.61139,"03° 49' 46.00'' Est, 43° 36' 41.00'' Nord",34172,2 Allée des Grèzes - Résidence Les Oliviers,"Devant le banc, au milieu de la cour de la résidence.",34080,MONTPELLIER,18/4/2007,En extérieur,FicheMesure11187.pdf,Oui,2.80,Rue / Route / Parking,CSTB - Saint Martin d'Heres
11188,3.82972,43.61194,"03° 49' 47.00'' Est, 43° 36' 43.00'' Nord",34172,Rue de la Croix,"A côté de la croix, derrière la résidence ""Les Oliviers"", rue de la Croix.",34080,MONTPELLIER,7/3/2007,En extérieur,FicheMesure11188.pdf,Oui,0.73,Rue / Route / Parking,CSTB - Saint Martin d'Heres
11664,3.88556,43.58306,"03° 53' 08.00'' Est, 43° 34' 59.00'' Nord",34172,746 Avenue du Marché de la Gare,"sur le parking, à l'angle de la maison côté salon de Mme Gimenez",34070,MONTPELLIER,26/7/2007,En extérieur,FicheMesure11664.pdf,Oui,0.69,Rue / Route / Parking,AEXPERTISE
11813,3.85528,43.62222,"03° 51' 19.00'' Est, 43° 37' 20.00'' Nord",34172,Avenue du père Soulas,"Sur le parking, derrière le bâtiment E de la résidence ""le Cervantes""",34000,MONTPELLIER,1/8/2007,En extérieur,FicheMesure11813.pdf,Oui,0.49,Rue / Route / Parking,CSTB - Saint Martin d'Heres
11814,3.85556,43.62306,"03° 51' 20.00'' Est, 43° 37' 23.00'' Nord",34172,1146 Avenue du père Soulas,A l'entrée du parking visiteur de l'institut de formation des écoles,34000,MONTPELLIER,1/8/2007,En extérieur,FicheMesure11814.pdf,Oui,0.00,Rue / Route / Parking,CSTB - Saint Martin d'Heres
12512,4.10139,43.56472,"04° 06' 05.00'' Est, 43° 33' 53.00'' Nord",34344,382 Rue Saint Louis,Les mesures ont été effectuées au niveau de la terrasse extérieure de l'appartement de M. THIBAULT,34280,LA GRANDE-MOTTE,7/1/2008,En extérieur,FicheMesure12512.pdf,Oui,1.43,Divers,APAVE Sudeurope (CETE) Tassin la Demi-Lune
12592,3.88389,43.63528,"03° 53' 02.00'' Est, 43° 38' 07.00'' Nord",34172,674 Rue Valery LARBAUD,Devant la VILLA EMILE,34090,MONTPELLIER,14/1/2008,En extérieur,FicheMesure12592.pdf,Oui,1.92,Rue / Route / Parking,EMITECH Chassieu
12773,3.88444,43.60750,"03° 53' 04.00'' Est, 43° 36' 27.00'' Nord",34172,11bis Rue Bayard,Devant le n° 11 bis de la rue Bayard,34000,MONTPELLIER,22/1/2008,En extérieur,FicheMesure12773.pdf,Oui,0.00,Rue / Route / Parking,AEXPERTISE
12778,3.88667,43.60861,"03° 53' 12.00'' Est, 43° 36' 31.00'' Nord",34172,Place Paul Bec,"Place Paul Bec, devant la statue d'Apollon",34000,MONTPELLIER,22/1/2008,En extérieur,FicheMesure12778.pdf,Oui,0.35,Rue / Route / Parking,AEXPERTISE
12896,3.87139,43.56028,"03° 52' 17.00'' Est, 43° 33' 37.00'' Nord",34129,10 Rue Mail,"Quartier Maurin, rue Mail, sur le parking, en face du n°10",34970,LATTES,25/1/2008,En extérieur,FicheMesure12896.pdf,Oui,1.73,Rue / Route / Parking,AEXPERTISE
12897,3.90639,43.57111,"03° 54' 23.00'' Est, 43° 34' 16.00'' Nord",34129,74 Impasse de l'Agau,"Impasse de l'Agau, devant le n°74",34970,LATTES,29/1/2008,En extérieur,FicheMesure12897.pdf,Oui,2.17,Rue / Route / Parking,AEXPERTISE
12898,3.90722,43.56750,"03° 54' 26.00'' Est, 43° 34' 03.00'' Nord",34129,Avenue de Pérols,"Dans le stade, devant les vestiaires",34970,LATTES,25/1/2008,En extérieur,FicheMesure12898.pdf,Oui,0.55,Divers,AEXPERTISE
12899,3.91806,43.56583,"03° 55' 05.00'' Est, 43° 33' 57.00'' Nord",34129,Route de Pérols," Complexe sportif de Fangouse, devant le courts n°8 ",34970,LATTES,25/1/2008,En extérieur,FicheMesure12899.pdf,Oui,0.64,Rue / Route / Parking,AEXPERTISE
13119,3.50306,43.65250,"03° 30' 11.00'' Est, 43° 39' 09.00'' Nord",34239,Avenue Léonce Gabaudan,"Château d'eau, sur le palier,  en bas de l'échelle Rïsoll ",34725,SAINT-ANDRE-DE-SANGONIS,3/3/2008,En extérieur,FicheMesure13119.pdf,Oui,1.15,Locaux professionnels non accessibles au public,AEXPERTISE
13120,3.50417,43.65278,"03° 30' 15.00'' Est, 43° 39' 10.00'' Nord",34239,Avenue Léonce Gabaudan,Devant le n°2,34725,SAINT-ANDRE-DE-SANGONIS,3/3/2008,En extérieur,FicheMesure13120.pdf,Oui,0.56,Rue / Route / Parking,AEXPERTISE
13121,3.50083,43.65333,"03° 30' 03.00'' Est, 43° 39' 12.00'' Nord",34239,Rue Pierre de Coubertin,"Complexe sportif Raymond Boisset, sur le parking",34725,SAINT-ANDRE-DE-SANGONIS,3/3/2008,En extérieur,FicheMesure13121.pdf,Oui,0.70,Rue / Route / Parking,AEXPERTISE
13491,3.07639,43.50972,"03° 04' 35.00'' Est, 43° 30' 35.00'' Nord",34279,Rue du Barry Haut,A l'angle de la rue du Barry Haut et du chemin de la Vernède,34490,SAINT-NAZAIRE-DE-LADAREZ,21/4/2008,En extérieur,FicheMesure13491.pdf,Oui,0.35,Rue / Route / Parking,AEXPERTISE
13553,3.85333,43.59083,"03° 51' 12.00'' Est, 43° 35' 27.00'' Nord",34172,3200 Boulevard Paul Valéry,Entre la porte Studio M et la chaufferie de l'école Studio M,34070,MONTPELLIER,19/5/2008,En extérieur,FicheMesure13553.pdf,Oui,0.56,Rue / Route / Parking,AEXPERTISE
13554,3.85278,43.59000,"03° 51' 10.00'' Est, 43° 35' 24.00'' Nord",34172,3200 Boulevard Paul Valéry,Au fond du parking arrière de l'école Studio M,34070,MONTPELLIER,19/5/2008,En extérieur,FicheMesure13554.pdf,Oui,0.52,Rue / Route / Parking,AEXPERTISE
13555,3.85444,43.59111,"03° 51' 16.00'' Est, 43° 35' 28.00'' Nord",34172,3200 Boulevard Paul Valéry,A côté du portail de l'entrée de l'école Studio M,34070,MONTPELLIER,19/5/2008,En extérieur,FicheMesure13555.pdf,Oui,0.38,Rue / Route / Parking,AEXPERTISE
13556,3.87778,43.62972,"03° 52' 40.00'' Est, 43° 37' 47.00'' Nord",34172,Rue Cyrano de Bergerac,"A l'entrée de la copropriété, sur le parking de la Résidence Clolus III",34090,MONTPELLIER,20/5/2008,En extérieur,FicheMesure13556.pdf,Oui,1.07,Rue / Route / Parking,AEXPERTISE
13557,3.88028,43.62889,"03° 52' 49.00'' Est, 43° 37' 44.00'' Nord",34172,Rue des Grives,Devant le n°1,34090,MONTPELLIER,20/5/2008,En extérieur,FicheMesure13557.pdf,Oui,0.86,Rue / Route / Parking,AEXPERTISE
13558,3.88750,43.62694,"03° 53' 15.00'' Est, 43° 37' 37.00'' Nord",34172,Rue Philippe Castan,En face du n°115,34000,MONTPELLIER,20/5/2008,En extérieur,FicheMesure13558.pdf,Oui,0.00,Rue / Route / Parking,AEXPERTISE
13694,3.87083,43.60806,"03° 52' 15.00'' Est, 43° 36' 29.00'' Nord",34172,Cours Gambetta,Entre la rue du Général Maureilhan et la rue du Général Maurin,34000,MONTPELLIER,20/5/2008,En extérieur,FicheMesure13694.pdf,Oui,0.78,Rue / Route / Parking,AEXPERTISE
13695,3.87083,43.60556,"03° 52' 15.00'' Est, 43° 36' 20.00'' Nord",34172,Rue Chaptal,A l'intersection avec la rue située entre l'impasse de la Gerbe et la rue Toiras,34000,MONTPELLIER,20/5/2008,En extérieur,FicheMesure13695.pdf,Oui,0.00,Rue / Route / Parking,AEXPERTISE
13696,3.87306,43.60778,"03° 52' 23.00'' Est, 43° 36' 28.00'' Nord",34172,Rue Paul Brousse,A l'angle de la rue Paul Brousse et de la rue Marceau,34000,MONTPELLIER,20/5/2008,En extérieur,FicheMesure13696.pdf,Oui,0.00,Rue / Route / Parking,AEXPERTISE
13873,3.24944,43.34861,"03° 14' 58.00'' Est, 43° 20' 55.00'' Nord",34032,45 Avenue de la Voie Domitienne,"Béziers Frigoulas, sur le parking arrière",34500,BEZIERS,23/6/2008,En extérieur,FicheMesure13873.pdf,Oui,0.71,Rue / Route / Parking,AEXPERTISE
14130,3.69500,43.39861,"03° 41' 42.00'' Est, 43° 23' 55.00'' Nord",34301,Rue Lacan,"Ecole Colbert, dans la cour, au fond, entre la cabane et le toboggan",34200,SETE,24/7/2008,En extérieur,FicheMesure14130.pdf,Oui,0.00,Rue / Route / Parking,AEXPERTISE
14145,3.69611,43.39944,"03° 41' 46.00'' Est, 43° 23' 58.00'' Nord",34301,Grand'Rue Mario Roustan,Devant la presse de la Marine,34200,SETE,24/7/2008,En extérieur,FicheMesure14145.pdf,Oui,0.00,Rue / Route / Parking,AEXPERTISE
14146,3.67028,43.41278,"03° 40' 13.00'' Est, 43° 24' 46.00'' Nord",34301,Rue du Bachaga Boualam,"Stade Louis Michel, dans la tribune officielle, devant le fauteuil 5, au dessus du tunnel",34200,SETE,24/7/2008,En extérieur,FicheMesure14146.pdf,Oui,0.67,Rue / Route / Parking,AEXPERTISE
14147,3.67083,43.41167,"03° 40' 15.00'' Est, 43° 24' 42.00'' Nord",34301,Rue du Bachaga Boualam,"Stade Louis Michel, sur le terrain synthétique, au pied du pylône",34200,SETE,24/7/2008,En extérieur,FicheMesure14147.pdf,Oui,1.16,Rue / Route / Parking,AEXPERTISE
14148,3.67111,43.41167,"03° 40' 16.00'' Est, 43° 24' 42.00'' Nord",34301,Rue du Bachaga Boualam,"Stade Louis Michel, dans la tribune prestige, devant le fauteuil, en haut des escaliers de la travée G",34200,SETE,24/7/2008,En extérieur,FicheMesure14148.pdf,Oui,1.09,Rue / Route / Parking,AEXPERTISE
14194,3.86361,43.62472,"03° 51' 49.00'' Est, 43° 37' 29.00'' Nord",34172,160 Avenue Sabatier d'Espeyran,Terrasse appartement 47,34090,MONTPELLIER,18/7/2008,En extérieur,FicheMesure14194.pdf,Oui,2.31,Divers,EMITECH Chassieu
14195,3.86361,43.62472,"03° 51' 49.00'' Est, 43° 37' 29.00'' Nord",34172,160 Avenue Sabatier d'Espeyran,Terrasse appartement 53,34090,MONTPELLIER,18/7/2008,En extérieur,FicheMesure14195.pdf,Oui,3.57,Divers,EMITECH Chassieu
14280,3.18000,43.46806,"03° 10' 48.00'' Est, 43° 28' 05.00'' Nord",34258,4 Cours Napoléon,"  Ecole Communal, dans la cour, devant les toboggans",34480,SAINT-GENIES-DE-FONTEDIT,23/6/2008,En extérieur,FicheMesure14280.pdf,Oui,0.30,Rue / Route / Parking,AEXPERTISE
14281,3.18389,43.47278,"03° 11' 02.00'' Est, 43° 28' 22.00'' Nord",34258,Rue de la Gachotte," Au bout de la rue, dans le virage",34480,SAINT-GENIES-DE-FONTEDIT,23/6/2008,En extérieur,FicheMesure14281.pdf,Oui,0.62,Rue / Route / Parking,AEXPERTISE
14282,3.18694,43.47028,"03° 11' 13.00'' Est, 43° 28' 13.00'' Nord",34258,Rue des Pins,"Lotissement Les Balcons de Saint Génies, sur la parcelle du haut",34480,SAINT-GENIES-DE-FONTEDIT,23/6/2008,En extérieur,FicheMesure14282.pdf,Oui,0.35,Rue / Route / Parking,AEXPERTISE
14647,3.68417,43.40194,"03° 41' 03.00'' Est, 43° 24' 07.00'' Nord",34301,Chemin des Pierres Blanches,Devant le n°53,34200,SETE,14/10/2008,En extérieur,FicheMesure14647.pdf,Oui,5.71,Rue / Route / Parking,AEXPERTISE
14648,3.68472,43.40250,"03° 41' 05.00'' Est, 43° 24' 09.00'' Nord",34301,Chemin Saint Clair,"Sur le toit panoramique du bâtiment les Pères de la Salette, en haut de l'escalier",34200,SETE,14/10/2008,En extérieur,FicheMesure14648.pdf,Oui,8.03,Divers,AEXPERTISE
14688,3.68583,43.40222,"03° 41' 09.00'' Est, 43° 24' 08.00'' Nord",34301,Chemin Saint Clair,"Sur l'esplanade du belvédère, dans l'angle, côté pylône",34200,SETE,14/10/2008,En extérieur,FicheMesure14688.pdf,Oui,9.06,Divers,AEXPERTISE
14723,3.03278,43.36139,"03° 01' 58.00'' Est, 43° 21' 41.00'' Nord",34225,13 Chemin de Montfaucon,"Chez M. Gonzalez, sur la terrasse",34620,PUISSERGUIER,30/10/2008,En extérieur,FicheMesure14723.pdf,Oui,0.00,Divers,AEXPERTISE
14724,3.73806,43.89500,"03° 44' 17.00'' Est, 43° 53' 42.00'' Nord",34243,Avenue du Chemin Neuf,En face de la rue du Croutou,34190,SAINT-BAUZILLE-DE-PUTOIS,29/10/2008,En extérieur,FicheMesure14724.pdf,Oui,1.11,Rue / Route / Parking,AEXPERTISE
14725,3.73667,43.89500,"03° 44' 12.00'' Est, 43° 53' 42.00'' Nord",34243,Avenue du Croutou,Dans la cour de l'école Saint Baudille,34190,SAINT-BAUZILLE-DE-PUTOIS,29/10/2008,En extérieur,FicheMesure14725.pdf,Oui,0.00,Rue / Route / Parking,AEXPERTISE
14726,3.73528,43.89472,"03° 44' 07.00'' Est, 43° 53' 41.00'' Nord",34243,Place de l'Eglise,"Sur le parking, en face du n°37",34190,SAINT-BAUZILLE-DE-PUTOIS,29/10/2008,En extérieur,FicheMesure14726.pdf,Oui,0.55,Rue / Route / Parking,AEXPERTISE
14772,3.85444,43.53944,"03° 51' 16.00'' Est, 43° 32' 22.00'' Nord",34337,Avenue de la Gare,A côté du portail,34750,VILLENEUVE-LES-MAGUELONE,16/10/2008,En extérieur,FicheMesure14772.pdf,Oui,0.84,Rue / Route / Parking,AEXPERTISE
14773,3.85694,43.53694,"03° 51' 25.00'' Est, 43° 32' 13.00'' Nord",34337,Avenue Les Mélias,En face du N°5,34750,VILLENEUVE-LES-MAGUELONE,16/10/2008,En extérieur,FicheMesure14773.pdf,Oui,0.85,Rue / Route / Parking,AEXPERTISE
14774,3.85694,43.53694,"03° 51' 25.00'' Est, 43° 32' 13.00'' Nord",34337,Les Tombettes,Devant chez M. SALA,34750,VILLENEUVE-LES-MAGUELONE,16/10/2008,En extérieur,FicheMesure14774.pdf,Oui,0.41,Rue / Route / Parking,AEXPERTISE
14868,3.87417,43.60139,"03° 52' 27.00'' Est, 43° 36' 05.00'' Nord",34172,25-1 Rue Ernest Michel,"Résidence Longjumeau, 3ème étage, Mme Lopez, sur le balcon, devant la chambre 2",34000,MONTPELLIER,14/11/2008,En extérieur,FicheMesure14868.pdf,Oui,2.97,Divers,AEXPERTISE
14963,3.23194,43.33639,"03° 13' 55.00'' Est, 43° 20' 11.00'' Nord",34032,Rue Jean Mermoz,devant chez M. Hestroffer,34500,BEZIERS,28/11/2008,En extérieur,FicheMesure14963.pdf,Oui,1.62,Rue / Route / Parking,AEXPERTISE
15319,3.10250,43.38972,"03° 06' 09.00'' Est, 43° 23' 23.00'' Nord",34069,Place MICHELET,Place MICHELET devant l'Ecole Elementaire St EXUPERY,34370,CAZOULS-LES-BEZIERS,15/9/2008,En extérieur,FicheMesure15319.pdf,Oui,0.32,Rue / Route / Parking,EMITECH Mesures Orgeval
15378,4.18167,43.66667,"04° 10' 54.00'' Est, 43° 40' 00.00'' Nord",34151,Chaussée du Vidourle,Devant le n°10,34590,MARSILLARGUES,13/1/2009,En extérieur,FicheMesure15378.pdf,Oui,0.96,Rue / Route / Parking,AEXPERTISE
15787,3.50833,43.69556,"03° 30' 30.00'' Est, 43° 41' 44.00'' Nord",34173,Impasse de la Route Neuve,Entre le n°5 et le n°1,34150,MONTPEYROUX,12/3/2009,En extérieur,FicheMesure15787.pdf,Oui,0.30,Rue / Route / Parking,AEXPERTISE
16108,3.20611,43.32694,"03° 12' 22.00'' Est, 43° 19' 37.00'' Nord",34032,2 Impasse du Henri Clouzot,"Chez M. SERIN, sur la terrasse située devant le salon",34500,BEZIERS,3/4/2009,En extérieur,FicheMesure16108.pdf,Oui,3.28,Divers,AEXPERTISE
16310,3.68417,43.40194,"03° 41' 03.00'' Est, 43° 24' 07.00'' Nord",34301,Chemin du Couchant,A l'intersection du chemin des Pierres Blanches et du chemin du Couchant,34200,SETE,4/5/2009,En extérieur,FicheMesure16310.pdf,Oui,2.90,Rue / Route / Parking,AEXPERTISE
16698,3.69611,43.46500,"03° 41' 46.00'' Est, 43° 27' 54.00'' Nord",34024,Chemin des Myrtes,devant chez M. ROLLAND,34540,BALARUC-LE-VIEUX,11/6/2009,En extérieur,FicheMesure16698.pdf,Oui,0.73,Rue / Route / Parking,AEXPERTISE
16708,3.85556,43.63028,"03° 51' 20.00'' Est, 43° 37' 49.00'' Nord",34172,191 Avenue du Doyen Gaston Giraud,"CHRU de Montpellier, devant le bâtiment Service Social du Personnel, à l'extrémité Est du bâtiment",34000,MONTPELLIER,18/5/2009,En extérieur,FicheMesure16708.pdf,Oui,2.72,Rue / Route / Parking,AEXPERTISE
17035,3.87972,43.60972,"03° 52' 47.00'' Est, 43° 36' 35.00'' Nord",34172,16 Rue Jacques Coeur,"Résidence le Rivoli, Bâtiment B, au 5ème étage, chez Mme IMBERT, sur le balcon de la salle à manger",34000,MONTPELLIER,26/6/2009,En extérieur,FicheMesure17035.pdf,Oui,0.94,Divers,AEXPERTISE
17054,3.69056,43.40250,"03° 41' 26.00'' Est, 43° 24' 09.00'' Nord",34301,103 Rue de Belfort,"Chez M. CANTIN, dans l'angle de la terrasse, côté des antennes",34200,SETE,7/7/2009,En extérieur,FicheMesure17054.pdf,Oui,5.09,Divers,AEXPERTISE
17055,3.67083,43.41222,"03° 40' 15.00'' Est, 43° 24' 44.00'' Nord",34301,Rue du Bachaga Boualam,"Stade Louis Michel, tribune populaire, en haut de l'escalier de la travée I",34200,SETE,7/7/2009,En extérieur,FicheMesure17055.pdf,Oui,1.17,Divers,AEXPERTISE
17116,3.13056,43.29139,"03° 07' 50.00'' Est, 43° 17' 29.00'' Nord",34183,Rue de Terre Rousse,Devant l'entrée du Château d'eau,34440,NISSAN-LEZ-ENSERUNE,6/7/2009,En extérieur,FicheMesure17116.pdf,Oui,1.40,Rue / Route / Parking,AEXPERTISE
17437,3.89806,43.54306,"03° 53' 53.00'' Est, 43° 32' 35.00'' Nord",34129,mas des salins. Rte des 1ères cabanbes,Piste cyclable devant le Mas des Salins,34970,LATTES,9/7/2009,En extérieur,FicheMesure17437.pdf,Oui,2.24,Rue / Route / Parking,EMITECH Chassieu
17704,3.48750,43.30417,"03° 29' 15.00'' Est, 43° 18' 15.00'' Nord",34003,Avenue du Grand Large,Devant le Cabinet médical,34300,AGDE,3/8/2009,En extérieur,FicheMesure17704.pdf,Oui,1.65,Rue / Route / Parking,EMITECH Chassieu
17705,3.48722,43.30306,"03° 29' 14.00'' Est, 43° 18' 11.00'' Nord",34003,10 Rue du Capitaine de Vaisseau Escande,Devant le Portail du numéro 10,34300,AGDE,3/8/2009,En extérieur,FicheMesure17705.pdf,Oui,1.36,Rue / Route / Parking,EMITECH Chassieu
17919,3.19806,43.33722,"03° 11' 53.00'' Est, 43° 20' 14.00'' Nord",34032,55 Avenue Pierre de Coubertin,"Coopérative Agricole Grap-Sud, dans la cour",34500,BEZIERS,11/9/2009,En extérieur,FicheMesure17919.pdf,Oui,1.32,Rue / Route / Parking,AEXPERTISE
17927,3.87333,43.65472,"03° 52' 24.00'' Est, 43° 39' 17.00'' Nord",34077,Rond Point de Girac," Rond Point de Girac, devant les bureaux  d'ADA et de Carrefour Immobilier",34830,CLAPIERS,9/9/2009,En extérieur,FicheMesure17927.pdf,Oui,0.68,Rue / Route / Parking,AEXPERTISE
17949,3.84000,43.60806,"03° 50' 24.00'' Est, 43° 36' 29.00'' Nord",34172,Rue du Pont de Lavérune,"Dans le square François Dezeuze, sur l'aire de jeux pour enfants",34000,MONTPELLIER,9/9/2009,En extérieur,FicheMesure17949.pdf,Oui,0.62,Divers,AEXPERTISE
17952,3.33333,43.30694,"03° 19' 60.00'' Est, 43° 18' 25.00'' Nord",34209,Rue du Bel Air,"Rue du Bel Air, en face du n°13, chez M. BARTHES",34420,PORTIRAGNES,8/9/2009,En extérieur,FicheMesure17952.pdf,Oui,1.21,Rue / Route / Parking,AEXPERTISE
17986,3.36028,43.42722,"03° 21' 37.00'' Est, 43° 25' 38.00'' Nord",34325,La Tour,"Lieu-dit La Tour, à 40 mètres au nord des antennes",34290,VALROS,11/9/2009,En extérieur,FicheMesure17986.pdf,Oui,1.84,Divers,AEXPERTISE
18128,3.28861,43.24917,"03° 17' 19.00'' Est, 43° 14' 57.00'' Nord",34324,10 Rue de la Soulane,devant le n°10 rue de Soulane,34350,VALRAS-PLAGE,30/9/2009,En extérieur,FicheMesure18128.pdf,Oui,0.79,Rue / Route / Parking,AEXPERTISE
18200,3.92806,43.58167,"03° 55' 41.00'' Est, 43° 34' 54.00'' Nord",34129,Route de Carnon,"Centre Commercial Grand Sud, sur le parking, côté Route de Carnon",34970,LATTES,10/9/2009,En extérieur,FicheMesure18200.pdf,Oui,2.46,Rue / Route / Parking,AEXPERTISE
18258,4.12417,43.67778,"04° 07' 27.00'' Est, 43° 40' 40.00'' Nord",34145,201 Rue de la Magnanerie,devant le n°201 rue de la Magnanerie,34400,LUNEL,29/9/2009,En extérieur,FicheMesure18258.pdf,Oui,1.17,Rue / Route / Parking,AEXPERTISE
